status,objective_value,wall_time_seconds,solver_best_objective_bound,solver_absolute_gap,solver_relative_gap,total_script_time_seconds,build_and_export_overhead_seconds,candidate_variables,average_allowed_machines_per_fraction,average_candidates_per_fraction,median_candidates_per_fraction,p90_candidates_per_fraction,p95_candidates_per_fraction,max_candidates_per_fraction,candidate_day_limit_active,scheduled_fractions,total_fractions,scheduled_patients,total_patients,average_waiting_time,max_waiting_time,objective_waiting_weight,objective_gap_weight,objective_non_preferred_machine_weight,total_observed_gap_excess_days,average_observed_gap_excess_days,maximum_observed_gap_excess_days,consecutive_pairs_with_nonzero_gap,nonzero_gap_pair_rate,patients_with_nonzero_observed_gap,non_preferred_machine_assignments,preferred_machine_assignment_rate,machine_switches_between_fractions,patients_with_machine_switches,machine_switch_rate,window_switches_between_fractions,patients_with_window_switches,window_switch_rate,total_consecutive_fraction_pairs,objective_machine_switch_weight,objective_window_switch_weight
OPTIMAL,0.0,69.25125220000001,0.0,0.0,0.0,89.4260268999933,20.174776100003953,1085094,7.87783818356252,347.0079948832747,364,450,468,558,False,3127,3127,259,259,0.0,0,100,5,10,0,0.0,0,0,0.0,0,0,1.0,0,0,0.0,736,187,0.25662482566248257,2868,10,0
