scenario_id,recovery_method,affected_fractions,recovered_fractions,unrecovered_fractions,recovery_rate,moved_fractions,patients_with_course_cascade,machine_changes,window_changes,patients_with_future_machine_relocation,consecutive_machine_switches,patients_with_machine_switching,consecutive_window_switches,patients_with_window_switching,total_consecutive_fraction_pairs,total_observed_gap_excess_days,average_observed_gap_excess_days,maximum_observed_gap_excess_days,total_absolute_time_shift,average_absolute_time_shift,max_absolute_time_shift,total_delay_days,average_delay_days,average_delay_among_moved_fractions,max_delay_days,runtime_seconds,total_scheduled_fractions_after_repair,total_patients_after_repair,patient_course_shifted_fractions,downstream_shifted_fractions,forbidden_machine_slots
D1_machine_window,patient_local_repair_original_plus_preferred,17,17,0,1.0,17,0,10,17,5,15,10,745,187,2868,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.08398771286010742,3127,259,0,0,1
