status,objective_value,wall_time_seconds,solver_best_objective_bound,solver_absolute_gap,solver_relative_gap,total_script_time_seconds,build_and_export_overhead_seconds,candidate_variables,average_allowed_machines_per_fraction,average_candidates_per_fraction,median_candidates_per_fraction,p90_candidates_per_fraction,p95_candidates_per_fraction,max_candidates_per_fraction,candidate_day_limit_active,scheduled_fractions,total_fractions,scheduled_patients,total_patients,average_waiting_time,max_waiting_time,objective_waiting_weight,objective_gap_weight,objective_non_preferred_machine_weight,total_observed_gap_excess_days,average_observed_gap_excess_days,maximum_observed_gap_excess_days,consecutive_pairs_with_nonzero_gap,nonzero_gap_pair_rate,patients_with_nonzero_observed_gap,non_preferred_machine_assignments,preferred_machine_assignment_rate,machine_switches_between_fractions,patients_with_machine_switches,machine_switch_rate,window_switches_between_fractions,patients_with_window_switches,window_switch_rate,total_consecutive_fraction_pairs,objective_machine_switch_weight,objective_window_switch_weight
OPTIMAL,300.0,156.0967602,300.0,0.0,0.0,203.10475649999717,47.0079994999997,2167351,7.9008,693.55232,728,900,936,1114,False,3125,3125,255,255,0.00392156862745098,1,100,5,10,0,0.0,0,0,0.0,0,0,1.0,0,0,0.0,1509,234,0.5257839721254356,2870,10,0
