machine,day,window,used_minutes,remaining_machine_capacity_minutes,utilization
3,40,2,0.0,120,0.0
3,40,3,0.0,120,0.0
3,40,4,12.0,120,0.1
3,41,1,0.0,120,0.0
3,41,2,0.0,120,0.0
3,41,3,0.0,120,0.0
3,41,4,12.0,120,0.1
3,42,1,0.0,120,0.0
3,42,2,0.0,120,0.0
3,42,3,0.0,120,0.0
3,42,4,0.0,120,0.0
3,43,1,0.0,120,0.0
3,43,2,0.0,120,0.0
3,43,3,0.0,120,0.0
3,43,4,0.0,120,0.0
3,44,1,0.0,120,0.0
3,44,2,0.0,120,0.0
3,44,3,0.0,120,0.0
3,44,4,0.0,120,0.0
3,45,1,0.0,120,0.0
3,45,2,0.0,120,0.0
3,45,3,0.0,120,0.0
3,45,4,0.0,120,0.0
3,46,1,0.0,120,0.0
3,46,2,0.0,120,0.0
3,46,3,0.0,120,0.0
3,46,4,0.0,120,0.0
3,47,1,0.0,120,0.0
3,47,2,0.0,120,0.0
3,47,3,0.0,120,0.0
3,47,4,0.0,120,0.0
3,48,1,0.0,120,0.0
3,48,2,0.0,120,0.0
3,48,3,0.0,120,0.0
3,48,4,0.0,120,0.0
3,49,1,0.0,120,0.0
3,49,2,0.0,120,0.0
3,49,3,0.0,120,0.0
3,49,4,0.0,120,0.0
3,50,1,0.0,120,0.0
3,50,2,0.0,120,0.0
3,50,3,0.0,120,0.0
3,50,4,0.0,120,0.0
3,51,1,0.0,120,0.0
3,51,2,0.0,120,0.0
3,51,3,0.0,120,0.0
3,51,4,0.0,120,0.0
3,52,1,0.0,120,0.0
3,52,2,0.0,120,0.0
3,52,3,0.0,120,0.0
3,52,4,0.0,120,0.0
3,53,1,0.0,120,0.0
3,53,2,0.0,120,0.0
3,53,3,0.0,120,0.0
3,53,4,0.0,120,0.0
3,54,1,0.0,120,0.0
3,54,2,0.0,120,0.0
3,54,3,0.0,120,0.0
3,54,4,0.0,120,0.0
3,55,1,0.0,120,0.0
3,55,2,0.0,120,0.0
3,55,3,0.0,120,0.0
3,55,4,0.0,120,0.0
3,56,1,0.0,120,0.0
3,56,2,0.0,120,0.0
3,56,3,0.0,120,0.0
3,56,4,0.0,120,0.0
3,57,1,0.0,120,0.0
3,57,2,0.0,120,0.0
3,57,3,0.0,120,0.0
3,57,4,0.0,120,0.0
3,58,1,0.0,120,0.0
3,58,2,0.0,120,0.0
3,58,3,0.0,120,0.0
3,58,4,0.0,120,0.0
3,59,1,0.0,120,0.0
3,59,2,0.0,120,0.0
3,59,3,0.0,120,0.0
3,59,4,0.0,120,0.0
3,60,1,0.0,120,0.0
3,60,2,0.0,120,0.0
3,60,3,0.0,120,0.0
3,60,4,0.0,120,0.0
3,61,1,0.0,120,0.0
3,61,2,0.0,120,0.0
3,61,3,0.0,120,0.0
3,61,4,0.0,120,0.0
3,62,1,0.0,120,0.0
3,62,2,0.0,120,0.0
3,62,3,0.0,120,0.0
3,62,4,0.0,120,0.0
3,63,1,0.0,120,0.0
3,63,2,0.0,120,0.0
3,63,3,0.0,120,0.0
3,63,4,0.0,120,0.0
3,64,1,0.0,120,0.0
3,64,2,0.0,120,0.0
3,64,3,0.0,120,0.0
3,64,4,0.0,120,0.0
3,65,1,0.0,120,0.0
3,65,2,0.0,120,0.0
3,65,3,0.0,120,0.0
3,65,4,0.0,120,0.0
3,66,1,0.0,120,0.0
3,66,2,0.0,120,0.0
3,66,3,0.0,120,0.0
3,66,4,0.0,120,0.0
3,67,1,0.0,120,0.0
3,67,2,0.0,120,0.0
3,67,3,0.0,120,0.0
3,67,4,0.0,120,0.0
3,68,1,0.0,120,0.0
3,68,2,0.0,120,0.0
3,68,3,0.0,120,0.0
3,68,4,0.0,120,0.0
3,69,1,0.0,120,0.0
3,69,2,0.0,120,0.0
3,69,3,0.0,120,0.0
3,69,4,0.0,120,0.0
3,70,1,0.0,120,0.0
3,70,2,0.0,120,0.0
3,70,3,0.0,120,0.0
3,70,4,0.0,120,0.0
3,71,1,0.0,120,0.0
3,71,2,0.0,120,0.0
3,71,3,0.0,120,0.0
3,71,4,0.0,120,0.0
3,72,1,0.0,120,0.0
3,72,2,0.0,120,0.0
3,72,3,0.0,120,0.0
3,72,4,0.0,120,0.0
3,73,1,0.0,120,0.0
3,73,2,0.0,120,0.0
3,73,3,0.0,120,0.0
3,73,4,0.0,120,0.0
3,74,1,0.0,120,0.0
3,74,2,0.0,120,0.0
3,74,3,0.0,120,0.0
3,74,4,0.0,120,0.0
3,75,1,0.0,120,0.0
3,75,2,0.0,120,0.0
3,75,3,0.0,120,0.0
3,75,4,0.0,120,0.0
3,76,1,0.0,120,0.0
3,76,2,0.0,120,0.0
3,76,3,0.0,120,0.0
3,76,4,0.0,120,0.0
3,77,1,0.0,120,0.0
3,77,2,0.0,120,0.0
3,77,3,0.0,120,0.0
3,77,4,0.0,120,0.0
3,78,1,0.0,120,0.0
3,78,2,0.0,120,0.0
3,78,3,0.0,120,0.0
3,78,4,0.0,120,0.0
3,79,1,0.0,120,0.0
3,79,2,0.0,120,0.0
3,79,3,0.0,120,0.0
3,79,4,0.0,120,0.0
3,80,1,0.0,120,0.0
3,80,2,0.0,120,0.0
3,80,3,0.0,120,0.0
3,80,4,0.0,120,0.0
3,81,1,0.0,120,0.0
3,81,2,0.0,120,0.0
3,81,3,0.0,120,0.0
3,81,4,0.0,120,0.0
3,82,1,0.0,120,0.0
3,82,2,0.0,120,0.0
3,82,3,0.0,120,0.0
3,82,4,0.0,120,0.0
3,83,1,0.0,120,0.0
3,83,2,0.0,120,0.0
3,83,3,0.0,120,0.0
3,83,4,0.0,120,0.0
3,84,1,0.0,120,0.0
3,84,2,0.0,120,0.0
3,84,3,0.0,120,0.0
3,84,4,0.0,120,0.0
4,1,1,0.0,12,0.0
4,1,2,0.0,24,0.0
4,1,3,24.0,42,0.5714285714285714
4,1,4,24.0,54,0.4444444444444444
4,2,1,24.0,36,0.6666666666666666
4,2,2,24.0,24,1.0
4,2,3,0.0,42,0.0
4,2,4,12.0,54,0.2222222222222222
4,3,1,24.0,36,0.6666666666666666
4,3,2,36.0,54,0.6666666666666666
4,3,3,0.0,42,0.0
4,3,4,0.0,54,0.0
4,4,1,36.0,36,1.0
4,4,2,0.0,54,0.0
4,4,3,0.0,42,0.0
4,4,4,48.0,54,0.8888888888888888
4,5,1,24.0,48,0.5
4,5,2,24.0,54,0.4444444444444444
4,5,3,0.0,54,0.0
4,5,4,36.0,84,0.42857142857142855
4,6,1,24.0,48,0.5
4,6,2,24.0,54,0.4444444444444444
4,6,3,0.0,66,0.0
4,6,4,60.0,84,0.7142857142857143
4,7,1,48.0,48,1.0
4,7,2,12.0,54,0.2222222222222222
4,7,3,24.0,66,0.36363636363636365
4,7,4,24.0,84,0.2857142857142857
4,8,1,24.0,48,0.5
4,8,2,24.0,54,0.4444444444444444
4,8,3,0.0,66,0.0
4,8,4,36.0,84,0.42857142857142855
4,9,1,12.0,48,0.25
4,9,2,24.0,72,0.3333333333333333
4,9,3,24.0,84,0.2857142857142857
4,9,4,24.0,84,0.2857142857142857
4,10,1,24.0,48,0.5
4,10,2,60.0,72,0.8333333333333334
4,10,3,0.0,84,0.0
4,10,4,24.0,84,0.2857142857142857
4,11,1,48.0,48,1.0
4,11,2,0.0,72,0.0
4,11,3,0.0,84,0.0
4,11,4,60.0,84,0.7142857142857143
4,12,1,24.0,48,0.5
4,12,2,24.0,84,0.2857142857142857
4,12,3,0.0,84,0.0
4,12,4,60.0,84,0.7142857142857143
4,13,1,24.0,48,0.5
4,13,2,0.0,96,0.0
4,13,3,36.0,84,0.42857142857142855
4,13,4,24.0,84,0.2857142857142857
4,14,1,24.0,60,0.4
4,14,2,24.0,96,0.25
4,14,3,0.0,84,0.0
4,14,4,84.0,84,1.0
4,15,1,24.0,72,0.3333333333333333
4,15,2,60.0,96,0.625
4,15,3,24.0,84,0.2857142857142857
4,15,4,24.0,84,0.2857142857142857
4,16,1,24.0,72,0.3333333333333333
4,16,2,48.0,96,0.5
4,16,3,24.0,84,0.2857142857142857
4,16,4,0.0,108,0.0
4,17,1,24.0,84,0.2857142857142857
4,17,2,0.0,96,0.0
4,17,3,0.0,96,0.0
4,17,4,24.0,108,0.2222222222222222
4,18,1,24.0,84,0.2857142857142857
4,18,2,24.0,96,0.25
4,18,3,0.0,96,0.0
4,18,4,0.0,108,0.0
4,19,1,0.0,84,0.0
4,19,2,0.0,96,0.0
4,19,3,0.0,120,0.0
4,19,4,48.0,108,0.4444444444444444
4,20,1,0.0,84,0.0
4,20,2,0.0,96,0.0
4,20,3,0.0,120,0.0
4,20,4,48.0,120,0.4
4,21,1,0.0,84,0.0
4,21,2,0.0,96,0.0
4,21,3,0.0,120,0.0
4,21,4,48.0,120,0.4
4,22,1,0.0,108,0.0
4,22,2,0.0,96,0.0
4,22,3,24.0,120,0.2
4,22,4,72.0,120,0.6
4,23,1,24.0,108,0.2222222222222222
4,23,2,0.0,96,0.0
4,23,3,24.0,120,0.2
4,23,4,48.0,120,0.4
4,24,1,24.0,108,0.2222222222222222
4,24,2,0.0,108,0.0
4,24,3,0.0,120,0.0
4,24,4,72.0,120,0.6
4,25,1,24.0,120,0.2
4,25,2,0.0,120,0.0
4,25,3,0.0,120,0.0
4,25,4,48.0,120,0.4
4,26,1,0.0,120,0.0
4,26,2,0.0,120,0.0
4,26,3,0.0,120,0.0
4,26,4,48.0,120,0.4
4,27,1,0.0,120,0.0
4,27,2,0.0,120,0.0
4,27,3,0.0,120,0.0
4,27,4,48.0,120,0.4
4,28,1,0.0,120,0.0
4,28,2,0.0,120,0.0
4,28,3,0.0,120,0.0
4,28,4,24.0,120,0.2
4,29,1,0.0,120,0.0
4,29,2,0.0,120,0.0
4,29,3,24.0,120,0.2
4,29,4,0.0,120,0.0
4,30,1,0.0,120,0.0
4,30,2,0.0,120,0.0
4,30,3,0.0,120,0.0
4,30,4,24.0,120,0.2
4,31,1,0.0,120,0.0
4,31,2,0.0,120,0.0
4,31,3,0.0,120,0.0
4,31,4,0.0,120,0.0
4,32,1,0.0,120,0.0
4,32,2,0.0,120,0.0
4,32,3,0.0,120,0.0
4,32,4,0.0,120,0.0
4,33,1,0.0,120,0.0
4,33,2,0.0,120,0.0
4,33,3,0.0,120,0.0
4,33,4,0.0,120,0.0
4,34,1,0.0,120,0.0
4,34,2,0.0,120,0.0
4,34,3,0.0,120,0.0
4,34,4,0.0,120,0.0
4,35,1,0.0,120,0.0
4,35,2,0.0,120,0.0
4,35,3,0.0,120,0.0
4,35,4,0.0,120,0.0
4,36,1,0.0,120,0.0
4,36,2,0.0,120,0.0
4,36,3,0.0,120,0.0
4,36,4,0.0,120,0.0
4,37,1,0.0,120,0.0
4,37,2,0.0,120,0.0
4,37,3,0.0,120,0.0
4,37,4,0.0,120,0.0
4,38,1,0.0,120,0.0
4,38,2,0.0,120,0.0
4,38,3,0.0,120,0.0
4,38,4,0.0,120,0.0
4,39,1,0.0,120,0.0
4,39,2,0.0,120,0.0
4,39,3,0.0,120,0.0
4,39,4,0.0,120,0.0
4,40,1,0.0,120,0.0
4,40,2,0.0,120,0.0
4,40,3,0.0,120,0.0
4,40,4,0.0,120,0.0
4,41,1,0.0,120,0.0
4,41,2,0.0,120,0.0
4,41,3,0.0,120,0.0
4,41,4,0.0,120,0.0
4,42,1,0.0,120,0.0
4,42,2,0.0,120,0.0
4,42,3,0.0,120,0.0
4,42,4,0.0,120,0.0
4,43,1,0.0,120,0.0
4,43,2,0.0,120,0.0
4,43,3,0.0,120,0.0
4,43,4,0.0,120,0.0
4,44,1,0.0,120,0.0
4,44,2,0.0,120,0.0
4,44,3,0.0,120,0.0
4,44,4,0.0,120,0.0
4,45,1,0.0,120,0.0
4,45,2,0.0,120,0.0
4,45,3,0.0,120,0.0
4,45,4,0.0,120,0.0
4,46,1,0.0,120,0.0
4,46,2,0.0,120,0.0
4,46,3,0.0,120,0.0
4,46,4,0.0,120,0.0
4,47,1,0.0,120,0.0
4,47,2,0.0,120,0.0
4,47,3,0.0,120,0.0
4,47,4,0.0,120,0.0
4,48,1,0.0,120,0.0
4,48,2,0.0,120,0.0
4,48,3,0.0,120,0.0
4,48,4,0.0,120,0.0
4,49,1,0.0,120,0.0
4,49,2,0.0,120,0.0
4,49,3,0.0,120,0.0
4,49,4,0.0,120,0.0
4,50,1,0.0,120,0.0
4,50,2,0.0,120,0.0
4,50,3,0.0,120,0.0
4,50,4,0.0,120,0.0
4,51,1,0.0,120,0.0
4,51,2,0.0,120,0.0
4,51,3,0.0,120,0.0
4,51,4,0.0,120,0.0
4,52,1,0.0,120,0.0
4,52,2,0.0,120,0.0
4,52,3,0.0,120,0.0
4,52,4,0.0,120,0.0
4,53,1,0.0,120,0.0
4,53,2,0.0,120,0.0
4,53,3,0.0,120,0.0
4,53,4,0.0,120,0.0
4,54,1,0.0,120,0.0
4,54,2,0.0,120,0.0
4,54,3,0.0,120,0.0
4,54,4,0.0,120,0.0
4,55,1,0.0,120,0.0
4,55,2,0.0,120,0.0
4,55,3,0.0,120,0.0
4,55,4,0.0,120,0.0
4,56,1,0.0,120,0.0
4,56,2,0.0,120,0.0
4,56,3,0.0,120,0.0
4,56,4,0.0,120,0.0
4,57,1,0.0,120,0.0
4,57,2,0.0,120,0.0
4,57,3,0.0,120,0.0
4,57,4,0.0,120,0.0
4,58,1,0.0,120,0.0
4,58,2,0.0,120,0.0
4,58,3,0.0,120,0.0
4,58,4,0.0,120,0.0
4,59,1,0.0,120,0.0
4,59,2,0.0,120,0.0
4,59,3,0.0,120,0.0
4,59,4,0.0,120,0.0
4,60,1,0.0,120,0.0
4,60,2,0.0,120,0.0
4,60,3,0.0,120,0.0
4,60,4,0.0,120,0.0
4,61,1,0.0,120,0.0
4,61,2,0.0,120,0.0
4,61,3,0.0,120,0.0
4,61,4,0.0,120,0.0
4,62,1,0.0,120,0.0
4,62,2,0.0,120,0.0
4,62,3,0.0,120,0.0
4,62,4,0.0,120,0.0
4,63,1,0.0,120,0.0
4,63,2,0.0,120,0.0
4,63,3,0.0,120,0.0
4,63,4,0.0,120,0.0
4,64,1,0.0,120,0.0
4,64,2,0.0,120,0.0
4,64,3,0.0,120,0.0
4,64,4,0.0,120,0.0
4,65,1,0.0,120,0.0
4,65,2,0.0,120,0.0
4,65,3,0.0,120,0.0
4,65,4,0.0,120,0.0
4,66,1,0.0,120,0.0
4,66,2,0.0,120,0.0
4,66,3,0.0,120,0.0
4,66,4,0.0,120,0.0
4,67,1,0.0,120,0.0
4,67,2,0.0,120,0.0
4,67,3,0.0,120,0.0
4,67,4,0.0,120,0.0
4,68,1,0.0,120,0.0
4,68,2,0.0,120,0.0
4,68,3,0.0,120,0.0
4,68,4,0.0,120,0.0
4,69,1,0.0,120,0.0
4,69,2,0.0,120,0.0
4,69,3,0.0,120,0.0
4,69,4,0.0,120,0.0
4,70,1,0.0,120,0.0
4,70,2,0.0,120,0.0
4,70,3,0.0,120,0.0
4,70,4,0.0,120,0.0
4,71,1,0.0,120,0.0
4,71,2,0.0,120,0.0
4,71,3,0.0,120,0.0
4,71,4,0.0,120,0.0
4,72,1,0.0,120,0.0
4,72,2,0.0,120,0.0
4,72,3,0.0,120,0.0
4,72,4,0.0,120,0.0
4,73,1,0.0,120,0.0
4,73,2,0.0,120,0.0
4,73,3,0.0,120,0.0
4,73,4,0.0,120,0.0
4,74,1,0.0,120,0.0
4,74,2,0.0,120,0.0
4,74,3,0.0,120,0.0
4,74,4,0.0,120,0.0
4,75,1,0.0,120,0.0
4,75,2,0.0,120,0.0
4,75,3,0.0,120,0.0
4,75,4,0.0,120,0.0
4,76,1,0.0,120,0.0
4,76,2,0.0,120,0.0
4,76,3,0.0,120,0.0
4,76,4,0.0,120,0.0
4,77,1,0.0,120,0.0
4,77,2,0.0,120,0.0
4,77,3,0.0,120,0.0
4,77,4,0.0,120,0.0
4,78,1,0.0,120,0.0
4,78,2,0.0,120,0.0
4,78,3,0.0,120,0.0
4,78,4,0.0,120,0.0
4,79,1,0.0,120,0.0
4,79,2,0.0,120,0.0
4,79,3,0.0,120,0.0
4,79,4,0.0,120,0.0
4,80,1,0.0,120,0.0
4,80,2,0.0,120,0.0
4,80,3,0.0,120,0.0
4,80,4,0.0,120,0.0
4,81,1,0.0,120,0.0
4,81,2,0.0,120,0.0
4,81,3,0.0,120,0.0
4,81,4,0.0,120,0.0
4,82,1,0.0,120,0.0
4,82,2,0.0,120,0.0
4,82,3,0.0,120,0.0
4,82,4,0.0,120,0.0
4,83,1,0.0,120,0.0
4,83,2,0.0,120,0.0
4,83,3,0.0,120,0.0
4,83,4,0.0,120,0.0
4,84,1,0.0,120,0.0
4,84,2,0.0,120,0.0
4,84,3,0.0,120,0.0
4,84,4,0.0,120,0.0
5,1,1,24.0,42,0.5714285714285714
5,1,2,24.0,30,0.8
5,1,3,48.0,48,1.0
5,1,4,48.0,54,0.8888888888888888
5,2,1,36.0,42,0.8571428571428571
5,2,2,24.0,30,0.8
5,2,3,0.0,48,0.0
5,2,4,48.0,54,0.8888888888888888
5,3,1,24.0,42,0.5714285714285714
5,3,2,24.0,30,0.8
5,3,3,48.0,48,1.0
5,3,4,48.0,54,0.8888888888888888
5,4,1,60.0,72,0.8333333333333334
5,4,2,36.0,42,0.8571428571428571
5,4,3,24.0,66,0.36363636363636365
5,4,4,60.0,72,0.8333333333333334
5,5,1,36.0,72,0.5
5,5,2,36.0,60,0.6
5,5,3,36.0,66,0.5454545454545454
5,5,4,84.0,84,1.0
5,6,1,24.0,84,0.2857142857142857
5,6,2,12.0,60,0.2
5,6,3,36.0,66,0.5454545454545454
5,6,4,84.0,84,1.0
5,7,1,36.0,84,0.42857142857142855
5,7,2,24.0,84,0.2857142857142857
5,7,3,0.0,66,0.0
5,7,4,72.0,84,0.8571428571428571
5,8,1,12.0,84,0.14285714285714285
5,8,2,12.0,84,0.14285714285714285
5,8,3,48.0,90,0.5333333333333333
5,8,4,84.0,84,1.0
5,9,1,0.0,84,0.0
5,9,2,12.0,84,0.14285714285714285
5,9,3,48.0,108,0.4444444444444444
5,9,4,84.0,84,1.0
5,10,1,12.0,96,0.125
5,10,2,12.0,84,0.14285714285714285
5,10,3,12.0,108,0.1111111111111111
5,10,4,84.0,84,1.0
5,11,1,12.0,96,0.125
5,11,2,36.0,96,0.375
5,11,3,12.0,108,0.1111111111111111
5,11,4,60.0,84,0.7142857142857143
5,12,1,12.0,96,0.125
5,12,2,12.0,96,0.125
5,12,3,12.0,108,0.1111111111111111
5,12,4,84.0,84,1.0
5,13,1,0.0,96,0.0
5,13,2,36.0,96,0.375
5,13,3,12.0,108,0.1111111111111111
5,13,4,72.0,84,0.8571428571428571
5,14,1,36.0,96,0.375
5,14,2,0.0,96,0.0
5,14,3,24.0,108,0.2222222222222222
5,14,4,84.0,84,1.0
5,15,1,0.0,96,0.0
5,15,2,24.0,96,0.25
5,15,3,24.0,108,0.2222222222222222
5,15,4,84.0,84,1.0
5,16,1,0.0,96,0.0
5,16,2,24.0,96,0.25
5,16,3,12.0,108,0.1111111111111111
5,16,4,84.0,96,0.875
5,17,1,12.0,96,0.125
5,17,2,12.0,96,0.125
5,17,3,36.0,108,0.3333333333333333
5,17,4,60.0,96,0.625
5,18,1,24.0,96,0.25
5,18,2,12.0,96,0.125
5,18,3,12.0,108,0.1111111111111111
5,18,4,72.0,96,0.75
5,19,1,12.0,96,0.125
5,19,2,0.0,96,0.0
5,19,3,24.0,108,0.2222222222222222
5,19,4,84.0,96,0.875
5,20,1,0.0,108,0.0
5,20,2,0.0,96,0.0
5,20,3,12.0,108,0.1111111111111111
5,20,4,108.0,108,1.0
5,21,1,0.0,108,0.0
5,21,2,12.0,108,0.1111111111111111
5,21,3,12.0,120,0.1
5,21,4,96.0,108,0.8888888888888888
5,22,1,0.0,108,0.0
5,22,2,24.0,120,0.2
5,22,3,0.0,120,0.0
5,22,4,96.0,108,0.8888888888888888
5,23,1,12.0,108,0.1111111111111111
5,23,2,0.0,120,0.0
5,23,3,12.0,120,0.1
5,23,4,108.0,120,0.9
5,24,1,12.0,108,0.1111111111111111
5,24,2,12.0,120,0.1
5,24,3,12.0,120,0.1
5,24,4,72.0,120,0.6
5,25,1,12.0,120,0.1
5,25,2,12.0,120,0.1
5,25,3,12.0,120,0.1
5,25,4,72.0,120,0.6
5,26,1,12.0,120,0.1
5,26,2,0.0,120,0.0
5,26,3,24.0,120,0.2
5,26,4,72.0,120,0.6
5,27,1,0.0,120,0.0
5,27,2,0.0,120,0.0
5,27,3,12.0,120,0.1
5,27,4,48.0,120,0.4
5,28,1,12.0,120,0.1
5,28,2,12.0,120,0.1
5,28,3,24.0,120,0.2
5,28,4,12.0,120,0.1
5,29,1,0.0,120,0.0
5,29,2,0.0,120,0.0
5,29,3,12.0,120,0.1
5,29,4,48.0,120,0.4
5,30,1,0.0,120,0.0
5,30,2,0.0,120,0.0
5,30,3,12.0,120,0.1
5,30,4,24.0,120,0.2
5,31,1,0.0,120,0.0
5,31,2,0.0,120,0.0
5,31,3,12.0,120,0.1
5,31,4,24.0,120,0.2
5,32,1,0.0,120,0.0
5,32,2,0.0,120,0.0
5,32,3,12.0,120,0.1
5,32,4,24.0,120,0.2
5,33,1,0.0,120,0.0
5,33,2,0.0,120,0.0
5,33,3,0.0,120,0.0
5,33,4,36.0,120,0.3
5,34,1,0.0,120,0.0
5,34,2,0.0,120,0.0
5,34,3,12.0,120,0.1
5,34,4,12.0,120,0.1
5,35,1,0.0,120,0.0
5,35,2,0.0,120,0.0
5,35,3,0.0,120,0.0
5,35,4,12.0,120,0.1
5,36,1,0.0,120,0.0
5,36,2,0.0,120,0.0
5,36,3,0.0,120,0.0
5,36,4,12.0,120,0.1
5,37,1,0.0,120,0.0
5,37,2,0.0,120,0.0
5,37,3,0.0,120,0.0
5,37,4,12.0,120,0.1
5,38,1,0.0,120,0.0
5,38,2,0.0,120,0.0
5,38,3,0.0,120,0.0
5,38,4,12.0,120,0.1
5,39,1,0.0,120,0.0
5,39,2,0.0,120,0.0
5,39,3,0.0,120,0.0
5,39,4,12.0,120,0.1
5,40,1,0.0,120,0.0
5,40,2,0.0,120,0.0
5,40,3,0.0,120,0.0
5,40,4,12.0,120,0.1
5,41,1,0.0,120,0.0
5,41,2,0.0,120,0.0
5,41,3,0.0,120,0.0
5,41,4,12.0,120,0.1
5,42,1,0.0,120,0.0
5,42,2,0.0,120,0.0
5,42,3,0.0,120,0.0
5,42,4,12.0,120,0.1
5,43,1,0.0,120,0.0
5,43,2,0.0,120,0.0
5,43,3,0.0,120,0.0
5,43,4,12.0,120,0.1
5,44,1,0.0,120,0.0
5,44,2,0.0,120,0.0
5,44,3,0.0,120,0.0
5,44,4,12.0,120,0.1
5,45,1,0.0,120,0.0
5,45,2,0.0,120,0.0
5,45,3,0.0,120,0.0
5,45,4,12.0,120,0.1
5,46,1,0.0,120,0.0
5,46,2,0.0,120,0.0
5,46,3,0.0,120,0.0
5,46,4,12.0,120,0.1
5,47,1,12.0,120,0.1
5,47,2,0.0,120,0.0
5,47,3,0.0,120,0.0
5,47,4,0.0,120,0.0
5,48,1,0.0,120,0.0
5,48,2,0.0,120,0.0
5,48,3,0.0,120,0.0
5,48,4,12.0,120,0.1
5,49,1,0.0,120,0.0
5,49,2,0.0,120,0.0
5,49,3,0.0,120,0.0
5,49,4,0.0,120,0.0
5,50,1,0.0,120,0.0
5,50,2,0.0,120,0.0
5,50,3,0.0,120,0.0
5,50,4,0.0,120,0.0
5,51,1,0.0,120,0.0
5,51,2,0.0,120,0.0
5,51,3,0.0,120,0.0
5,51,4,0.0,120,0.0
5,52,1,0.0,120,0.0
5,52,2,0.0,120,0.0
5,52,3,0.0,120,0.0
5,52,4,0.0,120,0.0
5,53,1,0.0,120,0.0
5,53,2,0.0,120,0.0
5,53,3,0.0,120,0.0
5,53,4,0.0,120,0.0
5,54,1,0.0,120,0.0
5,54,2,0.0,120,0.0
5,54,3,0.0,120,0.0
5,54,4,0.0,120,0.0
5,55,1,0.0,120,0.0
5,55,2,0.0,120,0.0
5,55,3,0.0,120,0.0
5,55,4,0.0,120,0.0
5,56,1,0.0,120,0.0
5,56,2,0.0,120,0.0
5,56,3,0.0,120,0.0
5,56,4,0.0,120,0.0
5,57,1,0.0,120,0.0
5,57,2,0.0,120,0.0
5,57,3,0.0,120,0.0
5,57,4,0.0,120,0.0
5,58,1,0.0,120,0.0
5,58,2,0.0,120,0.0
5,58,3,0.0,120,0.0
5,58,4,0.0,120,0.0
5,59,1,0.0,120,0.0
5,59,2,0.0,120,0.0
5,59,3,0.0,120,0.0
5,59,4,0.0,120,0.0
5,60,1,0.0,120,0.0
5,60,2,0.0,120,0.0
5,60,3,0.0,120,0.0
5,60,4,0.0,120,0.0
5,61,1,0.0,120,0.0
5,61,2,0.0,120,0.0
5,61,3,0.0,120,0.0
5,61,4,0.0,120,0.0
5,62,1,0.0,120,0.0
5,62,2,0.0,120,0.0
5,62,3,0.0,120,0.0
5,62,4,0.0,120,0.0
5,63,1,0.0,120,0.0
5,63,2,0.0,120,0.0
5,63,3,0.0,120,0.0
5,63,4,0.0,120,0.0
5,64,1,0.0,120,0.0
5,64,2,0.0,120,0.0
5,64,3,0.0,120,0.0
5,64,4,0.0,120,0.0
5,65,1,0.0,120,0.0
5,65,2,0.0,120,0.0
5,65,3,0.0,120,0.0
5,65,4,0.0,120,0.0
5,66,1,0.0,120,0.0
5,66,2,0.0,120,0.0
5,66,3,0.0,120,0.0
5,66,4,0.0,120,0.0
5,67,1,0.0,120,0.0
5,67,2,0.0,120,0.0
5,67,3,0.0,120,0.0
5,67,4,0.0,120,0.0
5,68,1,0.0,120,0.0
5,68,2,0.0,120,0.0
5,68,3,0.0,120,0.0
5,68,4,0.0,120,0.0
5,69,1,0.0,120,0.0
5,69,2,0.0,120,0.0
5,69,3,0.0,120,0.0
5,69,4,0.0,120,0.0
5,70,1,0.0,120,0.0
5,70,2,0.0,120,0.0
5,70,3,0.0,120,0.0
5,70,4,0.0,120,0.0
5,71,1,0.0,120,0.0
5,71,2,0.0,120,0.0
5,71,3,0.0,120,0.0
5,71,4,0.0,120,0.0
5,72,1,0.0,120,0.0
5,72,2,0.0,120,0.0
5,72,3,0.0,120,0.0
5,72,4,0.0,120,0.0
5,73,1,0.0,120,0.0
5,73,2,0.0,120,0.0
5,73,3,0.0,120,0.0
5,73,4,0.0,120,0.0
5,74,1,0.0,120,0.0
5,74,2,0.0,120,0.0
5,74,3,0.0,120,0.0
5,74,4,0.0,120,0.0
5,75,1,0.0,120,0.0
5,75,2,0.0,120,0.0
5,75,3,0.0,120,0.0
5,75,4,0.0,120,0.0
5,76,1,0.0,120,0.0
5,76,2,0.0,120,0.0
5,76,3,0.0,120,0.0
5,76,4,0.0,120,0.0
5,77,1,0.0,120,0.0
5,77,2,0.0,120,0.0
5,77,3,0.0,120,0.0
5,77,4,0.0,120,0.0
5,78,1,0.0,120,0.0
5,78,2,0.0,120,0.0
5,78,3,0.0,120,0.0
5,78,4,0.0,120,0.0
5,79,1,0.0,120,0.0
5,79,2,0.0,120,0.0
5,79,3,0.0,120,0.0
5,79,4,0.0,120,0.0
5,80,1,0.0,120,0.0
5,80,2,0.0,120,0.0
5,80,3,0.0,120,0.0
5,80,4,0.0,120,0.0
5,81,1,0.0,120,0.0
5,81,2,0.0,120,0.0
5,81,3,0.0,120,0.0
5,81,4,0.0,120,0.0
5,82,1,0.0,120,0.0
5,82,2,0.0,120,0.0
5,82,3,0.0,120,0.0
5,82,4,0.0,120,0.0
5,83,1,0.0,120,0.0
5,83,2,0.0,120,0.0
5,83,3,0.0,120,0.0
5,83,4,0.0,120,0.0
5,84,1,0.0,120,0.0
