scenario_id,scenario_name,baseline_folder,total_fractions,total_patients,affected_fractions,affected_patients,unaffected_fractions,lost_treatment_minutes,cancelled_fractions_no_recovery,recovered_fractions_no_recovery,recovery_rate_no_recovery,disruption_type,failure_timing,failed_machine,failed_day,failed_window,failure_persists_through_end_of_day,affected_windows,machine_suffix_used_minutes_before_disruption,machine_suffix_capacity_minutes_before_disruption,machine_suffix_utilization_before_disruption,selected_machine_suffix_affected_fractions,selected_machine_suffix_affected_patients,baseline_status,baseline_objective_value,baseline_wall_time_seconds,baseline_solver_best_objective_bound,baseline_solver_absolute_gap,baseline_solver_relative_gap,baseline_total_script_time_seconds,baseline_build_and_export_overhead_seconds,baseline_candidate_variables,baseline_average_allowed_machines_per_fraction,baseline_average_candidates_per_fraction,baseline_median_candidates_per_fraction,baseline_p90_candidates_per_fraction,baseline_p95_candidates_per_fraction,baseline_max_candidates_per_fraction,baseline_candidate_day_limit_active,baseline_scheduled_fractions,baseline_total_fractions,baseline_scheduled_patients,baseline_total_patients,baseline_average_waiting_time,baseline_max_waiting_time,baseline_objective_waiting_weight,baseline_objective_gap_weight,baseline_objective_non_preferred_machine_weight,baseline_total_observed_gap_excess_days,baseline_average_observed_gap_excess_days,baseline_maximum_observed_gap_excess_days,baseline_consecutive_pairs_with_nonzero_gap,baseline_nonzero_gap_pair_rate,baseline_patients_with_nonzero_observed_gap,baseline_non_preferred_machine_assignments,baseline_preferred_machine_assignment_rate,baseline_machine_switches_between_fractions,baseline_patients_with_machine_switches,baseline_machine_switch_rate,baseline_window_switches_between_fractions,baseline_patients_with_window_switches,baseline_window_switch_rate,baseline_total_consecutive_fraction_pairs,baseline_objective_machine_switch_weight,baseline_objective_window_switch_weight
D2_machine_full_day,Unexpected LINAC failure starting in treatment window 1 and persisting through the end of the day,baseline_results_avg18_4windows_v2_9,3125,255,33,33,3092,444.0,33,0,0.0,machine_failure_full_day,unexpected_during_operations,9,24,1,True,"[1, 2, 3, 4]",444.0,468.0,0.9487179487179487,33,33,OPTIMAL,300.0,156.0967602,300.0,0.0,0.0,203.1047564999972,47.0079994999997,2167351,7.9008,693.55232,728,900,936,1114,False,3125,3125,255,255,0.0039215686274509,1,100,5,10,0,0.0,0,0,0.0,0,0,1.0,0,0,0.0,1509,234,0.5257839721254356,2870,10,0
