scenario_id,recovery_method,status,objective_value,solver_wall_time_seconds,script_runtime_seconds,disruption_day,disruption_window,released_baseline_capacity_minutes,fixed_delivered_capacity_minutes,fixed_delivered_fractions,fixed_nonaffected_disruption_window,affected_reoptimized_disruption_window,reoptimized_future_fractions,reoptimization_start_policy,affected_fractions,affected_recovered,affected_unrecovered,recovery_rate,total_scheduled_fractions_after_reoptimization,total_patients_after_reoptimization,moved_fractions_total,unchanged_fractions_total,moved_fraction_rate,affected_moved_fractions,nonaffected_moved_fractions,patients_with_any_moved_fraction,patients_with_machine_change_from_baseline,patients_with_window_change_from_baseline,patients_with_day_shift_from_baseline,affected_patients_with_moved_fraction,nonaffected_patients_with_moved_fraction,machine_changes_total,machine_change_rate,window_changes_total,window_change_rate,same_day_machine_changes,same_day_window_changes,same_day_machine_and_window_changes,same_machine_same_day_window_changes,total_absolute_time_shift,average_absolute_time_shift,max_absolute_time_shift,total_delay_days,average_delay_days,max_delay_days,day_shift_fraction_rate,total_consecutive_fraction_pairs,total_recovered_observed_gap_excess_days,average_recovered_observed_gap_excess_days,maximum_recovered_observed_gap_excess_days,recovered_machine_switches_between_fractions,patients_with_recovered_machine_switches,recovered_machine_switch_rate,recovered_window_switches_between_fractions,patients_with_recovered_window_switches,recovered_window_switch_rate,baseline_machine_switches_between_fractions,patients_with_baseline_machine_switches,baseline_machine_switch_rate,baseline_window_switches_between_fractions,patients_with_baseline_window_switches,baseline_window_switch_rate,patients_with_future_machine_relocation,patients_with_future_window_relocation,candidate_variables,course_slack_days,candidate_policy,average_allowed_machines_per_future_fraction,average_candidate_machines_per_future_fraction,average_raw_candidates_per_future_fraction,average_candidates_per_future_fraction,median_candidates_per_future_fraction,p90_candidates_per_future_fraction,p95_candidates_per_future_fraction,max_candidates_per_future_fraction,baseline_machine_candidate_count,alternative_machine_candidate_count,baseline_machine_candidate_share,average_unique_candidate_days_per_fraction,average_unique_candidate_windows_per_fraction,forbidden_machine_slots,objective_waiting_weight,objective_gap_weight,objective_non_preferred_machine_weight,objective_machine_switch_weight,objective_window_switch_weight
D1_machine_window,pure_full_reoptimization,OPTIMAL,70.0,181.94495220000002,191.0167679786682,26,1,0,36756,2233,39,17,894,fix_nonaffected_in_disruption_window_reoptimize_affected_and_later,17,17,0,1.0,3127,259,435,2692,0.1391109689798529,17,418,88,7,85,0,17,83,9,0.002878157978893508,430,0.13751199232491207,9,430,4,426,0,0.0,0,0,0.0,0,0.0,2868,0,0.0,0,7,7,0.0024407252440725243,1023,199,0.35669456066945604,0,0,0.0,736,187,0.25662482566248257,7,11,212639,14,patient_specific_bounded_course_horizon,7.948545861297539,7.948545861297539,237.85123042505592,237.85123042505592,261,270,270,270,26756,185883,0.1258282817357117,15.0,2.0,1,100,5,10,10,0
