scenario_id,recovery_method,lambda_num,lambda_den,lambda_value,status,objective_value,reported_optimality_cost,reported_stability_cost,weighted_optimality_component,weighted_stability_component,total_consecutive_machine_switches,total_consecutive_window_switches,objective_waiting_weight,objective_gap_weight,objective_non_preferred_machine_weight,objective_machine_switch_weight,objective_window_switch_weight,solver_wall_time_seconds,script_runtime_seconds,disruption_day,disruption_window,fixed_delivered_capacity_minutes,fixed_delivered_fractions,reoptimized_future_fractions,affected_fractions,affected_recovered,affected_unrecovered,recovery_rate,total_scheduled_fractions_after_restore,total_patients_after_restore,moved_fractions_total,unchanged_fractions_total,moved_fraction_rate,affected_moved_fractions,nonaffected_moved_fractions,patients_with_any_moved_fraction,patients_with_machine_change_from_baseline,patients_with_window_change_from_baseline,patients_with_day_shift_from_baseline,affected_patients_with_moved_fraction,nonaffected_patients_with_moved_fraction,machine_changes_total,machine_change_rate,window_changes_total,window_change_rate,same_day_machine_changes,same_day_window_changes,same_day_machine_and_window_changes,same_machine_same_day_window_changes,total_absolute_time_shift,average_absolute_time_shift,max_absolute_time_shift,total_delay_days,average_delay_days,max_delay_days,day_shift_fraction_rate,total_consecutive_fraction_pairs,total_recovered_observed_gap_excess_days,average_recovered_observed_gap_excess_days,maximum_recovered_observed_gap_excess_days,recovered_machine_switches_between_fractions,patients_with_recovered_machine_switches,recovered_machine_switch_rate,recovered_window_switches_between_fractions,patients_with_recovered_window_switches,recovered_window_switch_rate,baseline_machine_switches_between_fractions,patients_with_baseline_machine_switches,baseline_machine_switch_rate,baseline_window_switches_between_fractions,patients_with_baseline_window_switches,baseline_window_switch_rate,patients_with_future_machine_relocation,patients_with_future_window_relocation,non_preferred_assignments,candidate_variables,course_slack_days,candidate_policy,forbidden_machine_slots,waiting_weight,gap_weight,non_preferred_machine_weight,moved_fraction_weight,machine_change_weight,window_change_weight,day_change_weight,day_shift_weight
D2_machine_full_day,restore_layered_stability,5,10,0.5,OPTIMAL,26600.0,2015,3305,10075,16525,47,1510,100,5,10,10,0,416.5510074,433.8608958721161,24,1,32348,1969,1156,33,33,0,1.0,3125,255,144,2981,0.04608,33,111,33,25,27,8,33,7,25,0.008,31,0.00992,25,25,25,0,119,0.03808,1,119,0.03808,1,0.03808,2870,7,0.0024390243902439024,1,47,25,0.016376306620209058,1510,235,0.5261324041811847,0,0,0.0,1509,234,0.5257839721254356,1,1,0,546758,14,patient_specific_bounded_course_horizon,4,100,5,10,10,15,2,8,4
