scenario_id,recovery_method,affected_fractions,recovered_fractions,unrecovered_fractions,recovery_rate,moved_fractions,patients_with_course_cascade,machine_changes,window_changes,patients_with_future_machine_relocation,consecutive_machine_switches,patients_with_machine_switching,consecutive_window_switches,patients_with_window_switching,total_consecutive_fraction_pairs,total_observed_gap_excess_days,average_observed_gap_excess_days,maximum_observed_gap_excess_days,total_absolute_time_shift,average_absolute_time_shift,max_absolute_time_shift,total_delay_days,average_delay_days,average_delay_among_moved_fractions,max_delay_days,runtime_seconds,total_scheduled_fractions_after_repair,total_patients_after_repair,patient_course_shifted_fractions,downstream_shifted_fractions,forbidden_machine_slots
D2_machine_full_day,patient_local_repair_original_plus_preferred,28,11,17,0.39285714285714285,11,0,10,10,0,19,10,735,188,2836,1,0.0003526093088857546,1,1,0.0003215434083601286,1,1,0.0003215434083601286,0.09090909090909091,1,0.11527609825134277,3110,259,0,0,2
