scenario_id,recovery_method,status,objective_value,solver_wall_time_seconds,script_runtime_seconds,disruption_day,disruption_window,released_baseline_capacity_minutes,fixed_delivered_capacity_minutes,fixed_delivered_fractions,reoptimized_future_fractions,affected_fractions,affected_recovered,affected_unrecovered,recovery_rate,total_scheduled_fractions_after_reoptimization,total_patients_after_reoptimization,moved_fractions_total,unchanged_fractions_total,moved_fraction_rate,affected_moved_fractions,nonaffected_moved_fractions,patients_with_any_moved_fraction,patients_with_machine_change_from_baseline,patients_with_window_change_from_baseline,patients_with_day_shift_from_baseline,affected_patients_with_moved_fraction,nonaffected_patients_with_moved_fraction,machine_changes_total,machine_change_rate,window_changes_total,window_change_rate,same_day_machine_changes,same_day_window_changes,same_day_machine_and_window_changes,same_machine_same_day_window_changes,total_absolute_time_shift,average_absolute_time_shift,max_absolute_time_shift,total_delay_days,average_delay_days,max_delay_days,day_shift_fraction_rate,total_consecutive_fraction_pairs,total_recovered_observed_gap_excess_days,average_recovered_observed_gap_excess_days,maximum_recovered_observed_gap_excess_days,recovered_machine_switches_between_fractions,patients_with_recovered_machine_switches,recovered_machine_switch_rate,recovered_window_switches_between_fractions,patients_with_recovered_window_switches,recovered_window_switch_rate,baseline_machine_switches_between_fractions,patients_with_baseline_machine_switches,baseline_machine_switch_rate,baseline_window_switches_between_fractions,patients_with_baseline_window_switches,baseline_window_switch_rate,patients_with_future_machine_relocation,patients_with_future_window_relocation,candidate_variables,course_slack_days,candidate_policy,average_allowed_machines_per_future_fraction,average_candidate_machines_per_future_fraction,average_raw_candidates_per_future_fraction,average_candidates_per_future_fraction,median_candidates_per_future_fraction,p90_candidates_per_future_fraction,p95_candidates_per_future_fraction,max_candidates_per_future_fraction,baseline_machine_candidate_count,alternative_machine_candidate_count,baseline_machine_candidate_share,average_unique_candidate_days_per_fraction,average_unique_candidate_windows_per_fraction,forbidden_machine_slots,objective_waiting_weight,objective_gap_weight,objective_non_preferred_machine_weight,objective_machine_switch_weight,objective_window_switch_weight
D2_machine_full_day,pure_full_reoptimization,OPTIMAL,1775.0,331.925965,347.4473888874054,24,1,0,32348,1969,1156,33,33,0,1.0,3125,255,524,2601,0.16768,33,491,57,25,57,8,33,55,368,0.11776,372,0.11904,368,327,290,37,119,0.03808,1,119,0.03808,1,0.03808,2870,7,0.0024390243902439024,1,23,23,0.008013937282229966,1461,235,0.5090592334494773,0,0,0.0,1509,234,0.5257839721254356,25,8,546758,14,patient_specific_bounded_course_horizon,7.943771626297578,7.943771626297578,475.80103806228374,472.97404844290656,504,540,540,540,68784,477974,0.12580337187567442,14.897058823529411,4.0,4,100,5,10,10,0
