scenario_id,scenario_name,baseline_folder,total_fractions,total_patients,affected_fractions,affected_patients,unaffected_fractions,lost_treatment_minutes,cancelled_fractions_no_recovery,recovered_fractions_no_recovery,recovery_rate_no_recovery,disruption_type,failed_machine,failed_day,failed_window,slot_used_minutes_before_disruption,slot_capacity_minutes_before_disruption,slot_utilization_before_disruption,baseline_status,baseline_objective_value,baseline_wall_time_seconds,baseline_solver_best_objective_bound,baseline_solver_absolute_gap,baseline_solver_relative_gap,baseline_total_script_time_seconds,baseline_build_and_export_overhead_seconds,baseline_candidate_variables,baseline_average_allowed_machines_per_fraction,baseline_average_candidates_per_fraction,baseline_median_candidates_per_fraction,baseline_p90_candidates_per_fraction,baseline_p95_candidates_per_fraction,baseline_max_candidates_per_fraction,baseline_candidate_day_limit_active,baseline_scheduled_fractions,baseline_total_fractions,baseline_scheduled_patients,baseline_total_patients,baseline_average_waiting_time,baseline_max_waiting_time,baseline_objective_waiting_weight,baseline_objective_gap_weight,baseline_objective_non_preferred_machine_weight,baseline_total_observed_gap_excess_days,baseline_average_observed_gap_excess_days,baseline_maximum_observed_gap_excess_days,baseline_consecutive_pairs_with_nonzero_gap,baseline_nonzero_gap_pair_rate,baseline_patients_with_nonzero_observed_gap,baseline_non_preferred_machine_assignments,baseline_preferred_machine_assignment_rate,baseline_machine_switches_between_fractions,baseline_patients_with_machine_switches,baseline_machine_switch_rate,baseline_window_switches_between_fractions,baseline_patients_with_window_switches,baseline_window_switch_rate,baseline_total_consecutive_fraction_pairs,baseline_objective_machine_switch_weight,baseline_objective_window_switch_weight
D1_machine_window,One LINAC unavailable for one highly utilized treatment window,baseline_results_avg18_2windows_v2_3,3127,259,17,17,3110,240.0,17,0,0.0,machine_failure_window,2,26,1,240.0,240.0,1.0,OPTIMAL,0.0,69.25125220000001,0.0,0.0,0.0,89.4260268999933,20.174776100003957,1085094,7.87783818356252,347.0079948832747,364,450,468,558,False,3127,3127,259,259,0.0,0,100,5,10,0,0.0,0,0,0.0,0,0,1.0,0,0,0.0,736,187,0.2566248256624825,2868,10,0
